연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,연락일자,카드종류
54,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,136,5,,0,no,2018-07-01,224
46,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,58,3,,0,no,2018-07-01,225
31,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,465,6,,0,no,2018-07-01,226
54,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,112,3,,0,no,2018-07-01,227
47,회사원,이혼,전문학교,없음,없음,없음,휴대폰,204,6,,0,no,2018-07-01,87
32,회사원,결혼,전문학교,없음,대출있음,대출있음,휴대폰,711,3,,0,no,2018-07-03,88
34,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,121,3,,0,no,2018-07-03,89
46,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,83,2,,0,no,2018-07-03,90
54,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,321,4,,0,no,2018-07-03,91
41,기술자,결혼,석박사,없음,없음,없음,휴대폰,1476,2,,0,no,2018-07-03,92
35,기술자,결혼,대졸학사,없음,없음,대출있음,휴대폰,204,2,,0,no,2018-07-04,93
41,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,161,2,,0,no,2018-07-04,94
36,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,120,3,,0,no,2018-07-04,95
46,서비스종사자,결혼,중졸,미확인,없음,없음,휴대폰,507,3,,0,no,2018-07-04,96
31,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,77,6,,0,no,2018-07-04,97
60,서비스종사자,결혼,중졸,없음,대출있음,없음,유선전화,767,7,,0,no,2018-07-04,98
54,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,388,4,,0,no,2018-07-04,99
56,회사원,결혼,석박사,없음,대출있음,없음,휴대폰,106,1,,0,no,2018-07-04,100
32,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,168,1,,0,no,2018-07-04,101
35,공무원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,239,1,,0,no,2018-07-04,102
57,자영업자,결혼,고졸,없음,없음,없음,휴대폰,139,1,,0,no,2018-07-05,103
29,기술자,미확인,전문학교,없음,대출있음,없음,휴대폰,78,1,,0,no,2018-07-05,104
29,기술자,미확인,전문학교,없음,대출있음,없음,휴대폰,536,1,,0,no,2018-07-05,105
36,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,295,1,,0,no,2018-07-05,106
32,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,224,1,,0,no,2018-07-05,107
35,회사원,결혼,대졸학사,미확인,대출있음,대출있음,휴대폰,156,1,,0,no,2018-07-05,108
34,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,206,1,,0,no,2018-07-05,109
33,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,317,1,,0,no,2018-07-05,110
30,기술자,결혼,전문학교,없음,없음,없음,휴대폰,176,1,,0,no,2018-07-05,111
35,기술자,결혼,석박사,미확인,대출있음,대출있음,휴대폰,69,1,,0,no,2018-07-05,112
44,공무원,결혼,고졸,없음,대출있음,없음,휴대폰,244,4,,0,no,2018-07-06,113
46,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,114,3,,0,no,2018-07-06,114
35,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,132,1,,0,no,2018-07-06,115
41,주부,결혼,검정고시,미확인,없음,없음,휴대폰,186,1,,0,no,2018-07-06,116
30,기술자,결혼,석박사,없음,없음,대출있음,휴대폰,128,1,,0,no,2018-07-06,117
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,78,1,,0,no,2018-07-06,118
44,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,128,2,,0,no,2018-07-06,119
30,기술자,결혼,석박사,없음,없음,대출있음,휴대폰,100,1,,0,no,2018-07-06,120
51,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,96,1,,0,no,2018-07-07,121
32,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,1842,1,,0,yes,2018-07-07,122
51,회사원,결혼,대졸학사,미확인,미확인,미확인,휴대폰,332,1,,0,no,2018-07-07,123
33,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,159,1,,0,no,2018-07-07,124
34,회사원,미혼,대졸학사,미확인,없음,없음,유선전화,127,2,,0,no,2018-07-07,125
31,기술자,미혼,전문학교,없음,없음,없음,휴대폰,303,1,,0,no,2018-07-07,126
45,산업노동자,결혼,전문학교,미확인,대출있음,없음,휴대폰,969,1,,0,yes,2018-07-07,127
59,은퇴,결혼,대졸학사,없음,없음,대출있음,휴대폰,295,1,,0,no,2018-07-07,128
38,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,157,1,,0,no,2018-07-07,129
32,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,823,1,,0,yes,2018-07-08,130
38,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,58,1,,0,no,2018-07-08,131
33,기술자,결혼,전문학교,없음,없음,없음,휴대폰,703,1,,0,yes,2018-07-08,132
43,회사원,결혼,대졸학사,없음,없음,없음,유선전화,618,8,,0,yes,2018-07-08,133
47,서비스종사자,결혼,전문학교,미확인,대출있음,없음,휴대폰,370,4,,0,no,2018-07-08,134
31,서비스종사자,미혼,대졸학사,미확인,대출있음,없음,휴대폰,55,3,,0,no,2018-07-09,135
58,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,225,1,,0,no,2018-07-09,136
58,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,460,1,,0,no,2018-07-09,137
32,기술자,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,93,2,,0,no,2018-07-09,138
35,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,455,1,,0,yes,2018-07-09,139
51,회사원,미혼,대졸학사,없음,없음,없음,유선전화,214,2,,0,no,2018-07-09,140
52,회사원,결혼,전문학교,없음,없음,없음,휴대폰,139,1,,0,no,2018-07-09,141
44,기술자,이혼,석박사,없음,없음,없음,휴대폰,57,2,,0,no,2018-07-10,142
38,공무원,결혼,대졸학사,미확인,없음,대출있음,휴대폰,107,1,,0,no,2018-07-10,143
46,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,239,1,,0,no,2018-07-10,144
36,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,142,1,,0,no,2018-07-10,145
56,회사원,결혼,대졸학사,미확인,대출있음,대출있음,휴대폰,287,1,,0,no,2018-07-10,146
39,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,86,1,,0,no,2018-07-10,147
40,공무원,결혼,전문학교,없음,없음,대출있음,휴대폰,258,2,,0,no,2018-07-10,148
34,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,185,1,,0,no,2018-07-10,149
39,기술자,결혼,석박사,없음,없음,없음,휴대폰,458,1,,0,no,2018-07-11,150
54,서비스종사자,결혼,중졸,없음,없음,없음,휴대폰,211,1,,0,no,2018-07-11,151
57,회사원,미혼,대졸학사,미확인,대출있음,대출있음,휴대폰,73,1,,0,no,2018-07-11,152
33,회사원,미혼,대졸학사,미확인,대출있음,대출있음,휴대폰,121,1,,0,no,2018-07-11,153
54,서비스종사자,결혼,중졸,없음,대출있음,대출있음,휴대폰,900,1,,0,no,2018-07-11,154
57,회사원,미혼,대졸학사,미확인,대출있음,대출있음,휴대폰,143,1,,0,no,2018-07-12,155
57,회사원,미혼,대졸학사,미확인,대출있음,없음,휴대폰,334,1,,0,no,2018-07-12,156
57,회사원,미혼,대졸학사,미확인,없음,없음,휴대폰,112,1,,0,no,2018-07-12,157
55,기업가,이혼,전문학교,미확인,없음,없음,휴대폰,88,1,,0,no,2018-07-12,158
32,기술자,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,123,1,,0,no,2018-07-12,159
29,기술자,미혼,석박사,없음,대출있음,대출있음,휴대폰,106,3,,0,no,2018-07-13,160
40,기술자,결혼,석박사,미확인,대출있음,대출있음,휴대폰,115,1,,0,no,2018-07-13,161
46,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,73,1,,0,no,2018-07-13,162
42,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,71,1,,0,no,2018-07-13,163
33,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,110,2,,0,no,2018-07-13,164
57,회사원,결혼,대졸학사,미확인,없음,없음,휴대폰,846,4,,0,yes,2018-07-13,165
42,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,334,1,,0,no,2018-07-13,166
34,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,105,1,,0,no,2018-07-13,167
34,회사원,이혼,대졸학사,없음,대출있음,대출있음,휴대폰,109,1,,0,no,2018-07-13,168
42,미취업자,결혼,대졸학사,미확인,없음,대출있음,휴대폰,110,1,,0,no,2018-07-13,169
58,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,233,2,,0,no,2018-07-13,170
48,미취업자,결혼,중졸,미확인,대출있음,없음,휴대폰,57,1,,0,no,2018-07-14,171
30,기술자,결혼,대졸학사,미확인,없음,대출있음,휴대폰,96,1,,0,no,2018-07-14,172
42,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,58,1,,0,no,2018-07-14,173
44,회사원,결혼,대졸학사,미확인,없음,대출있음,휴대폰,227,1,,0,no,2018-07-14,174
48,공무원,결혼,대졸학사,미확인,없음,없음,휴대폰,127,1,,0,no,2018-07-14,175
36,회사원,이혼,대졸학사,미확인,대출있음,대출있음,휴대폰,283,1,,0,no,2018-07-14,176
54,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,104,9,,0,no,2018-07-14,177
41,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,206,1,,0,no,2018-07-14,178
31,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,91,1,,0,no,2018-07-14,179
31,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,170,1,,0,no,2018-07-14,180
41,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,460,1,,0,no,2018-07-14,181
33,기술자,미혼,대졸학사,미확인,미확인,미확인,휴대폰,690,1,,0,no,2018-07-14,182
45,자영업자,결혼,검정고시,없음,대출있음,없음,휴대폰,100,1,,0,no,2018-07-14,183
31,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,127,1,,0,no,2018-07-14,184
40,기술자,결혼,석박사,미확인,대출있음,없음,휴대폰,192,1,,0,no,2018-07-14,185
35,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,114,1,,0,no,2018-07-15,186
32,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,159,1,,0,no,2018-07-15,187
29,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,183,1,,0,no,2018-07-15,188
29,기술자,결혼,대졸학사,없음,없음,대출있음,휴대폰,80,1,,0,no,2018-07-15,189
55,기술자,결혼,대졸학사,미확인,없음,없음,휴대폰,144,1,,0,no,2018-07-15,190
45,기술자,결혼,석박사,없음,없음,없음,휴대폰,132,1,,0,no,2018-07-15,191
57,회사원,미혼,대졸학사,미확인,대출있음,없음,휴대폰,86,2,,0,no,2018-07-16,192
52,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,269,2,,0,no,2018-07-16,193
54,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,73,1,,0,no,2018-07-16,194
54,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,261,1,,0,no,2018-07-16,195
31,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,409,2,,0,no,2018-07-16,196
34,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,100,1,,0,no,2018-07-16,197
54,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,60,1,,0,no,2018-07-17,198
34,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,165,1,,0,no,2018-07-17,199
31,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,94,1,,0,no,2018-07-17,200
45,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,325,1,,0,no,2018-07-17,201
54,산업노동자,결혼,중졸,미확인,미확인,미확인,휴대폰,88,1,,0,no,2018-07-17,202
29,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,201,1,,0,no,2018-07-17,203
57,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,182,6,,0,no,2018-07-18,204
54,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,403,1,,0,no,2018-07-18,205
50,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,1149,5,,0,yes,2018-07-18,206
39,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,130,3,,0,no,2018-07-19,207
33,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,827,1,,0,yes,2018-07-19,208
40,공무원,결혼,전문학교,없음,없음,대출있음,휴대폰,119,1,,0,no,2018-07-19,209
40,공무원,결혼,전문학교,없음,대출있음,없음,휴대폰,286,1,,0,no,2018-07-19,210
39,공무원,결혼,전문학교,없음,없음,없음,휴대폰,271,1,,0,no,2018-07-19,211
39,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,169,5,,0,no,2018-07-20,212
30,기술자,결혼,전문학교,없음,대출있음,없음,휴대폰,143,1,,0,no,2018-07-20,213
52,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,81,1,,0,no,2018-07-20,214
59,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,145,2,,0,no,2018-07-20,215
44,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,641,2,,0,yes,2018-07-20,216
34,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,62,1,,0,no,2018-07-20,217
46,산업노동자,결혼,검정고시,미확인,없음,없음,휴대폰,151,1,,0,no,2018-07-20,218
31,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,87,1,,0,no,2018-07-21,219
34,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,202,1,,0,no,2018-07-21,220
34,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,270,1,,0,no,2018-07-21,221
30,회사원,결혼,전문학교,미확인,대출있음,없음,휴대폰,299,2,,0,no,2018-07-21,222
57,회사원,미혼,대졸학사,미확인,대출있음,없음,휴대폰,404,4,,0,yes,2018-07-21,223
39,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,657,6,,0,yes,2018-07-21,224
58,은퇴,결혼,중졸,없음,없음,없음,휴대폰,180,4,,0,no,2018-07-21,225
52,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,203,3,,0,no,2018-07-21,226
33,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,66,2,,0,no,2018-07-21,227
32,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,78,3,,0,no,2018-07-22,87
56,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,78,2,,0,no,2018-07-22,88
53,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,79,2,,0,no,2018-07-22,89
54,서비스종사자,결혼,중졸,없음,대출있음,대출있음,휴대폰,250,2,,0,no,2018-07-22,90
60,은퇴,결혼,고졸,미확인,없음,없음,휴대폰,707,3,,0,yes,2018-07-22,91
32,회사원,미혼,대졸학사,미확인,대출있음,없음,휴대폰,141,2,,0,no,2018-07-22,92
50,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,737,2,,0,yes,2018-07-22,93
55,기술자,결혼,대졸학사,미확인,대출있음,없음,휴대폰,150,2,,0,no,2018-07-22,94
34,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,324,2,,0,no,2018-07-23,95
35,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,156,2,,0,no,2018-07-23,96
31,기술자,결혼,석박사,없음,없음,없음,휴대폰,112,1,,0,no,2018-07-23,97
58,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,328,2,,0,no,2018-07-23,98
31,기술자,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,156,2,,0,no,2018-07-23,99
31,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,376,2,,0,no,2018-07-23,100
44,공무원,결혼,고졸,없음,대출있음,없음,휴대폰,260,1,,0,no,2018-07-23,101
46,회사원,결혼,전문학교,없음,없음,대출있음,휴대폰,871,2,,0,yes,2018-07-24,102
32,기술자,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,89,3,,0,no,2018-07-24,103
48,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,110,2,,0,no,2018-07-24,104
57,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,175,1,,0,no,2018-07-24,105
57,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,122,1,,0,no,2018-07-24,106
57,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,145,1,,0,no,2018-07-25,107
34,기업가,결혼,미확인,없음,대출있음,없음,휴대폰,98,1,,0,no,2018-07-25,108
34,기업가,결혼,미확인,없음,없음,없음,휴대폰,165,1,,0,no,2018-07-25,109
40,공무원,결혼,전문학교,없음,없음,없음,휴대폰,838,2,,0,yes,2018-07-25,110
34,기업가,결혼,미확인,없음,대출있음,대출있음,휴대폰,684,1,,0,no,2018-07-25,111
44,산업노동자,결혼,중졸,미확인,대출있음,대출있음,휴대폰,310,1,,0,no,2018-07-25,112
46,미취업자,결혼,고졸,미확인,없음,없음,휴대폰,98,2,,0,no,2018-07-26,113
33,자영업자,미혼,대졸학사,없음,없음,없음,유선전화,79,4,,0,no,2018-07-26,114
44,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,15,12,,0,no,2018-07-26,115
34,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,1038,1,,0,yes,2018-07-26,116
52,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,559,2,,0,no,2018-07-27,117
47,회사원,결혼,석박사,없음,대출있음,없음,휴대폰,136,2,,0,no,2018-07-27,118
37,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,733,5,,0,no,2018-07-27,119
34,미확인,결혼,검정고시,없음,대출있음,없음,휴대폰,713,1,,0,no,2018-07-27,120
29,기술자,미확인,전문학교,없음,대출있음,없음,휴대폰,243,3,,0,no,2018-07-27,121
31,기술자,미혼,전문학교,미확인,없음,없음,휴대폰,104,5,,0,no,2018-07-27,122
46,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,517,1,,0,no,2018-07-27,123
52,주부,결혼,검정고시,미확인,없음,없음,휴대폰,217,11,,0,no,2018-07-28,124
44,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,195,1,,0,no,2018-07-28,125
32,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,343,1,,0,no,2018-07-28,126
41,주부,미혼,대졸학사,없음,대출있음,없음,휴대폰,116,1,,0,no,2018-07-28,127
57,기술자,이혼,대졸학사,없음,대출있음,없음,휴대폰,96,1,,0,no,2018-07-28,128
33,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,111,1,,0,no,2018-07-28,129
51,공무원,결혼,전문학교,미확인,없음,없음,휴대폰,158,1,,0,no,2018-07-28,130
49,산업노동자,결혼,고졸,미확인,없음,대출있음,휴대폰,92,4,,0,no,2018-07-28,131
34,기업가,결혼,석박사,없음,없음,없음,휴대폰,327,1,,0,no,2018-07-28,132
54,공무원,결혼,대졸학사,없음,없음,대출있음,휴대폰,990,1,,0,yes,2018-07-28,133
48,회사원,결혼,대졸학사,미확인,대출있음,대출있음,휴대폰,523,1,,0,no,2018-07-28,134
59,자영업자,결혼,고졸,없음,대출있음,없음,휴대폰,160,3,,0,no,2018-07-28,135
35,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,152,5,,0,no,2018-07-28,136
36,회사원,미확인,대졸학사,없음,없음,없음,휴대폰,69,1,,0,no,2018-07-28,137
37,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,144,1,,0,no,2018-07-28,138
36,회사원,미확인,대졸학사,없음,대출있음,없음,휴대폰,529,1,,0,yes,2018-07-28,139
55,주부,결혼,대졸학사,없음,없음,없음,휴대폰,363,1,,0,no,2018-07-28,140
41,기술자,결혼,석박사,없음,없음,없음,휴대폰,76,1,,0,no,2018-07-29,141
49,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,342,1,,0,no,2018-07-29,142
39,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,306,1,,0,yes,2018-07-29,143
33,기술자,결혼,석박사,미확인,대출있음,없음,휴대폰,31,1,,0,no,2018-07-29,144
30,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,75,4,,0,no,2018-07-29,145
54,산업노동자,결혼,중졸,미확인,대출있음,대출있음,휴대폰,111,1,,0,no,2018-07-29,146
29,산업노동자,미혼,대졸학사,없음,대출있음,없음,휴대폰,68,2,,0,no,2018-07-30,147
34,기술자,결혼,석박사,없음,없음,없음,휴대폰,1148,2,,0,yes,2018-07-30,148
29,회사원,미혼,전문학교,없음,대출있음,없음,휴대폰,257,3,,0,no,2018-07-30,149
45,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,99,1,,0,no,2018-07-30,150
37,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,356,1,,0,no,2018-07-30,151
29,기술자,미혼,전문학교,없음,대출있음,없음,휴대폰,212,3,,0,no,2018-07-30,152
30,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,139,2,,0,no,2018-07-31,153
51,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,490,2,,0,no,2018-07-31,154
54,은퇴,결혼,중졸,미확인,대출있음,없음,휴대폰,175,5,,0,no,2018-07-31,155
59,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,130,2,,0,no,2018-07-31,156
52,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,121,1,,0,no,2018-07-31,157
54,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,78,1,,0,no,2018-07-31,158
57,공무원,결혼,대졸학사,미확인,없음,없음,휴대폰,73,1,,0,no,2018-08-01,159
31,기술자,결혼,석박사,미확인,대출있음,없음,휴대폰,84,2,,0,no,2018-08-01,160
32,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,168,1,,0,no,2018-08-01,161
56,은퇴,결혼,대졸학사,없음,없음,없음,휴대폰,388,3,,0,no,2018-08-01,162
39,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,99,3,,0,no,2018-08-02,163
44,기술자,이혼,석박사,미확인,대출있음,대출있음,휴대폰,418,4,,0,no,2018-08-02,164
31,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,222,3,,0,no,2018-08-02,165
34,기업가,결혼,석박사,없음,대출있음,없음,휴대폰,73,3,,0,no,2018-08-02,166
51,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,202,3,,0,no,2018-08-02,167
46,은퇴,결혼,고졸,미확인,대출있음,없음,휴대폰,394,3,,0,no,2018-08-02,168
31,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,109,3,,0,no,2018-08-03,169
51,공무원,결혼,전문학교,미확인,대출있음,없음,휴대폰,233,6,,0,no,2018-08-03,170
57,공무원,결혼,대졸학사,미확인,없음,없음,휴대폰,338,2,,0,no,2018-08-03,171
57,기술자,미혼,대졸학사,미확인,대출있음,없음,휴대폰,107,8,,0,no,2018-08-03,172
30,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,163,2,,0,no,2018-08-03,173
31,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,86,3,,0,no,2018-08-03,174
59,은퇴,결혼,대졸학사,미확인,대출있음,없음,휴대폰,83,3,,0,no,2018-08-03,175
45,산업노동자,결혼,전문학교,미확인,대출있음,없음,휴대폰,399,2,,0,no,2018-08-03,176
31,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,274,2,,0,no,2018-08-03,177
55,기술자,이혼,석박사,없음,대출있음,없음,휴대폰,150,3,,0,no,2018-08-03,178
34,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,209,3,,0,no,2018-08-03,179
34,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,67,3,,0,no,2018-08-03,180
32,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,75,3,,0,no,2018-08-04,181
35,회사원,결혼,대졸학사,미확인,없음,없음,휴대폰,181,5,,0,no,2018-08-04,182
59,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,413,4,,0,no,2018-08-04,183
48,기술자,결혼,전문학교,없음,없음,없음,휴대폰,58,3,,0,no,2018-08-04,184
33,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,399,2,,0,no,2018-08-04,185
45,산업노동자,결혼,검정고시,없음,없음,대출있음,휴대폰,48,8,,0,no,2018-08-04,186
42,기술자,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,275,8,,0,no,2018-08-04,187
31,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,449,3,,0,no,2018-08-04,188
35,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,536,3,,0,no,2018-08-04,189
32,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,158,5,,0,no,2018-08-05,190
33,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,113,4,,0,no,2018-08-05,191
45,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,127,2,,0,no,2018-08-05,192
58,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,740,4,,0,no,2018-08-05,193
33,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,75,2,,0,no,2018-08-05,194
50,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,178,5,,0,no,2018-08-05,195
32,기술자,미혼,대졸학사,없음,없음,대출있음,휴대폰,65,8,,0,no,2018-08-07,196
33,기술자,결혼,전문학교,없음,없음,없음,휴대폰,152,4,,0,no,2018-08-07,197
44,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,464,3,,0,no,2018-08-07,198
49,회사원,결혼,전문학교,없음,없음,없음,휴대폰,96,2,,0,no,2018-08-08,199
33,기술자,미혼,석박사,없음,없음,없음,휴대폰,64,1,,0,no,2018-08-08,200
53,서비스종사자,결혼,전문학교,미확인,대출있음,없음,휴대폰,76,1,,0,no,2018-08-08,201
32,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,106,1,,0,no,2018-08-08,202
48,기업가,결혼,중졸,미확인,없음,없음,휴대폰,81,1,,0,no,2018-08-09,203
32,기술자,미혼,석박사,없음,없음,없음,휴대폰,169,1,,0,no,2018-08-10,204
33,기술자,미혼,석박사,없음,없음,없음,휴대폰,103,1,,0,no,2018-08-10,205
52,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,82,1,,0,no,2018-08-10,206
45,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,152,1,,0,no,2018-08-10,207
34,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,90,1,,0,no,2018-08-10,208
34,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,115,1,,0,no,2018-08-10,209
30,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,67,1,,0,no,2018-08-10,210
33,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,175,1,,0,no,2018-08-10,211
39,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,110,3,,0,no,2018-08-10,212
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,123,1,,0,no,2018-08-10,213
33,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,719,1,,0,no,2018-08-11,214
31,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,125,1,,0,no,2018-08-11,215
57,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,259,2,,0,no,2018-08-11,216
