age,group_job,is_married,edu,is_holder,is_mortgage,is_personal_loan,contact,call_duration,no_call_trial,p_days,no_call_past,is_contract,call_date,card_type
40,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,935,1,,0,no,2018-08-21,147
30,기술자,결혼,전문학교,없음,대출있음,없음,휴대폰,143,1,,0,no,2018-08-21,148
50,은퇴,결혼,중졸,없음,대출있음,없음,휴대폰,92,1,,0,no,2018-08-21,149
30,기술자,결혼,대졸학사,미확인,대출있음,없음,휴대폰,414,2,,0,no,2018-08-21,150
30,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,95,1,,0,no,2018-08-21,151
40,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,127,1,,0,no,2018-08-21,152
20,회사원,미혼,전문학교,없음,없음,없음,휴대폰,103,1,,0,no,2018-08-22,153
30,회사원,미혼,대졸학사,미확인,없음,없음,휴대폰,69,3,,0,no,2018-08-22,154
20,회사원,미혼,전문학교,없음,없음,없음,휴대폰,90,2,,0,no,2018-08-22,155
50,자영업자,결혼,대졸학사,미확인,대출있음,없음,휴대폰,148,13,,0,no,2018-08-23,156
50,서비스종사자,결혼,고졸,미확인,대출있음,대출있음,휴대폰,110,5,,0,no,2018-08-24,157
30,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,515,1,,0,no,2018-08-24,158
30,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,214,1,,0,no,2018-08-24,159
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,457,1,,0,no,2018-08-24,160
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,421,1,,0,no,2018-08-24,161
40,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,240,1,,0,no,2018-08-24,162
20,회사원,미혼,대졸학사,미확인,없음,없음,휴대폰,112,1,,0,no,2018-08-25,163
40,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,374,2,,0,no,2018-08-25,164
40,기술자,결혼,대졸학사,미확인,대출있음,없음,휴대폰,423,2,,0,no,2018-08-25,165
40,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,503,1,,0,no,2018-08-25,166
20,회사원,미혼,대졸학사,미확인,대출있음,없음,휴대폰,158,1,,0,no,2018-08-25,167
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,95,1,,0,no,2018-08-25,168
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,67,1,,0,no,2018-08-25,169
40,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,93,1,,0,no,2018-08-25,170
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,230,1,,0,no,2018-08-25,171
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,113,1,,0,no,2018-08-25,172
40,회사원,미혼,전문학교,없음,없음,없음,휴대폰,103,1,,0,no,2018-08-25,173
30,기술자,이혼,석박사,없음,대출있음,없음,휴대폰,106,3,,0,no,2018-08-25,174
30,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,294,6,,0,no,2018-08-25,175
30,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,165,1,,0,no,2018-08-25,176
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,59,2,,0,no,2018-08-25,177
30,기업가,결혼,대졸학사,없음,대출있음,없음,휴대폰,51,3,,0,no,2018-08-26,178
30,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,56,2,,0,no,2018-08-26,179
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,108,1,,0,no,2018-08-26,180
50,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,89,1,,0,no,2018-08-26,181
50,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,174,1,,0,no,2018-08-26,182
30,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,112,1,,0,no,2018-08-26,183
40,회사원,이혼,대졸학사,미확인,없음,없음,휴대폰,146,1,,0,no,2018-08-26,184
30,자영업자,결혼,고졸,미확인,없음,없음,휴대폰,406,1,,0,no,2018-08-26,185
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,518,1,,0,yes,2018-08-26,186
30,회사원,미혼,대졸학사,미확인,없음,없음,휴대폰,272,1,,0,no,2018-08-27,187
40,회사원,결혼,전문학교,없음,없음,없음,휴대폰,168,1,,0,no,2018-08-27,188
40,산업노동자,결혼,검정고시,미확인,없음,없음,휴대폰,314,1,,0,no,2018-08-27,189
40,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,260,1,,0,no,2018-08-27,190
20,기술자,미혼,석박사,없음,대출있음,없음,유선전화,85,2,,0,no,2018-08-27,191
40,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,87,5,,0,no,2018-08-27,192
40,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,90,3,,0,no,2018-08-28,193
40,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,505,1,,0,yes,2018-08-28,194
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,104,3,,0,no,2018-08-28,195
40,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,511,2,,0,no,2018-08-28,196
40,서비스종사자,결혼,전문학교,미확인,대출있음,대출있음,유선전화,187,2,,0,no,2018-08-28,197
30,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,197,2,,0,no,2018-08-28,198
30,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,78,1,,0,no,2018-08-28,199
30,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,118,2,,0,no,2018-08-29,200
40,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,343,1,,0,no,2018-08-29,201
30,기술자,결혼,전문학교,없음,대출있음,없음,휴대폰,221,3,,0,no,2018-08-29,202
30,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,280,2,,0,no,2018-08-29,203
50,은퇴,결혼,중졸,없음,대출있음,대출있음,휴대폰,265,1,,0,no,2018-08-30,204
30,회사원,이혼,대졸학사,없음,대출있음,대출있음,휴대폰,158,1,,0,no,2018-08-30,205
40,기술자,결혼,전문학교,미확인,없음,없음,휴대폰,206,1,,0,no,2018-08-30,206
30,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,133,2,,0,no,2018-08-30,207
30,기술자,결혼,석박사,미확인,대출있음,없음,휴대폰,159,1,,0,no,2018-08-30,208
30,기술자,결혼,석박사,없음,없음,대출있음,휴대폰,924,2,,0,no,2018-08-30,209
40,산업노동자,결혼,검정고시,미확인,없음,없음,휴대폰,145,1,,0,no,2018-08-30,210
30,기술자,결혼,전문학교,없음,대출있음,없음,휴대폰,85,3,,0,no,2018-08-30,211
50,기술자,결혼,전문학교,없음,대출있음,대출있음,유선전화,64,1,,0,no,2018-08-30,212
30,기술자,미혼,대졸학사,없음,없음,없음,유선전화,214,2,,0,no,2018-08-30,213
50,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,834,9,,0,yes,2018-08-30,214
40,회사원,결혼,전문학교,없음,대출있음,대출있음,휴대폰,3322,1,,0,no,2018-08-30,215
30,회사원,결혼,전문학교,미확인,없음,대출있음,휴대폰,153,1,,0,no,2018-08-31,216
30,주부,결혼,검정고시,없음,없음,없음,휴대폰,136,1,,0,no,2018-08-31,217
50,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,366,1,,0,no,2018-08-31,218
50,기술자,결혼,전문학교,없음,대출있음,없음,휴대폰,260,1,,0,no,2018-08-31,219
30,기술자,결혼,석박사,없음,없음,없음,휴대폰,107,4,,0,no,2018-08-31,220
30,자영업자,결혼,고졸,미확인,없음,없음,휴대폰,1184,2,,0,yes,2018-08-31,221
30,주부,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,208,4,,0,no,2018-08-31,222
30,주부,결혼,검정고시,없음,대출있음,대출있음,유선전화,698,1,,0,yes,2018-08-31,223
40,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,11,14,,0,no,2018-08-31,224
50,기술자,미혼,대졸학사,미확인,대출있음,대출있음,휴대폰,433,3,,0,no,2018-08-31,225
50,산업노동자,결혼,검정고시,미확인,미확인,미확인,휴대폰,134,3,,0,no,2018-08-31,226
30,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,80,3,,0,no,2018-08-31,227
50,기술자,미혼,대졸학사,미확인,대출있음,없음,휴대폰,95,1,,0,no,2018-08-31,87
50,회사원,결혼,전문학교,미확인,없음,없음,휴대폰,201,1,,0,no,2018-09-01,88
30,회사원,결혼,전문학교,미확인,대출있음,대출있음,휴대폰,1151,1,,0,yes,2018-09-01,89
30,기술자,결혼,석박사,없음,없음,대출있음,휴대폰,189,2,,0,no,2018-09-01,90
30,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,168,2,,0,no,2018-09-01,91
40,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,61,2,,0,no,2018-09-01,92
30,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,388,4,,0,no,2018-09-01,93
30,기술자,결혼,대졸학사,없음,없음,없음,유선전화,122,1,,0,no,2018-09-01,94
30,공무원,결혼,전문학교,없음,대출있음,없음,휴대폰,448,3,,0,no,2018-09-01,95
50,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,60,1,,0,no,2018-09-01,96
40,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,167,4,,0,no,2018-09-01,97
40,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,92,1,,0,no,2018-09-01,98
50,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,350,2,,0,no,2018-09-01,99
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,449,1,,0,no,2018-09-01,100
40,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,158,1,,0,no,2018-09-02,101
50,기술자,이혼,석박사,없음,없음,대출있음,휴대폰,388,1,,0,no,2018-09-02,102
40,기술자,이혼,석박사,미확인,대출있음,없음,휴대폰,145,1,,0,no,2018-09-02,103
40,기술자,결혼,석박사,미확인,없음,없음,휴대폰,112,8,,0,no,2018-09-03,104
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,217,2,,0,no,2018-09-04,105
30,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,153,3,,0,no,2018-09-04,106
30,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,337,1,,0,no,2018-09-04,107
30,기술자,미혼,석박사,없음,대출있음,대출있음,휴대폰,94,3,,0,no,2018-09-04,108
40,산업노동자,결혼,검정고시,없음,대출있음,대출있음,휴대폰,425,2,,0,no,2018-09-04,109
40,기술자,이혼,석박사,미확인,없음,없음,휴대폰,377,2,,0,no,2018-09-04,110
40,자영업자,결혼,중졸,미확인,대출있음,없음,휴대폰,52,2,,0,no,2018-09-04,111
30,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,168,4,,0,no,2018-09-04,112
40,회사원,결혼,대졸학사,없음,미확인,미확인,휴대폰,1231,2,,0,yes,2018-09-04,113
30,기술자,미혼,석박사,없음,대출있음,대출있음,휴대폰,41,1,,0,no,2018-09-04,114
30,기술자,미혼,석박사,없음,대출있음,대출있음,휴대폰,347,1,,0,no,2018-09-05,115
40,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,789,1,,0,no,2018-09-05,116
30,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,636,1,,0,no,2018-09-05,117
30,기술자,결혼,석박사,없음,대출있음,대출있음,유선전화,34,3,,0,no,2018-09-06,118
40,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,65,2,,0,no,2018-09-06,119
30,기술자,결혼,석박사,미확인,미확인,미확인,유선전화,128,3,,0,no,2018-09-06,120
30,자영업자,결혼,대졸학사,없음,대출있음,없음,휴대폰,884,2,,0,yes,2018-09-06,121
40,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,63,1,,0,no,2018-09-06,122
50,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,187,2,,0,no,2018-09-06,123
30,기술자,미혼,전문학교,없음,대출있음,없음,휴대폰,170,3,,0,no,2018-09-06,124
50,산업노동자,결혼,고졸,미확인,대출있음,대출있음,휴대폰,129,1,,0,no,2018-09-06,125
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,277,2,,0,no,2018-09-06,126
40,산업노동자,결혼,고졸,미확인,대출있음,대출있음,휴대폰,84,4,,0,no,2018-09-07,127
50,자영업자,결혼,고졸,없음,대출있음,없음,휴대폰,219,7,,0,no,2018-09-07,128
30,기술자,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,38,1,,0,no,2018-09-07,129
30,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,244,1,,0,no,2018-09-07,130
30,기술자,결혼,석박사,없음,없음,없음,휴대폰,155,5,,0,no,2018-09-07,131
50,은퇴,결혼,대졸학사,미확인,없음,없음,휴대폰,91,1,,0,no,2018-09-07,132
30,기술자,결혼,석박사,미확인,대출있음,대출있음,유선전화,31,1,,0,no,2018-09-07,133
40,서비스종사자,결혼,전문학교,미확인,대출있음,없음,휴대폰,65,2,,0,no,2018-09-08,134
40,회사원,이혼,대졸학사,미확인,없음,없음,휴대폰,120,2,,0,no,2018-09-08,135
30,기술자,결혼,석박사,미확인,대출있음,대출있음,휴대폰,49,1,,0,no,2018-09-08,136
30,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,365,1,,0,no,2018-09-08,137
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,248,1,,0,no,2018-09-08,138
30,회사원,미혼,전문학교,없음,대출있음,대출있음,휴대폰,101,1,,0,no,2018-09-08,139
30,회사원,미혼,대졸학사,없음,없음,대출있음,휴대폰,85,1,,0,no,2018-09-09,140
50,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,178,2,,0,no,2018-09-09,141
30,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,138,4,,0,no,2018-09-09,142
20,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,234,3,,0,no,2018-09-09,143
40,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,753,13,,0,yes,2018-09-09,144
50,자영업자,결혼,전문학교,없음,대출있음,대출있음,휴대폰,904,3,,0,yes,2018-09-09,145
50,기술자,결혼,석박사,없음,없음,없음,휴대폰,478,1,,0,no,2018-09-10,146
30,기술자,결혼,전문학교,없음,없음,없음,휴대폰,124,3,,0,no,2018-09-10,147
40,산업노동자,결혼,미확인,미확인,대출있음,없음,휴대폰,227,3,,0,no,2018-09-11,148
20,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,226,3,,0,no,2018-09-11,149
40,산업노동자,결혼,미확인,미확인,없음,대출있음,휴대폰,163,3,,0,no,2018-09-11,150
40,주부,이혼,석박사,없음,없음,대출있음,휴대폰,306,5,,0,no,2018-09-11,151
50,자영업자,결혼,전문학교,없음,없음,없음,휴대폰,89,4,,0,no,2018-09-11,152
20,기술자,결혼,대졸학사,없음,대출있음,없음,유선전화,137,1,,0,no,2018-09-12,153
50,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,244,1,,0,no,2018-09-12,154
50,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,64,2,,0,no,2018-09-12,155
50,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,386,1,,0,no,2018-09-12,156
30,주부,결혼,석박사,없음,대출있음,없음,휴대폰,110,1,,0,no,2018-09-12,157
50,자영업자,결혼,전문학교,없음,대출있음,없음,휴대폰,136,3,,0,no,2018-09-12,158
30,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,286,2,,0,no,2018-09-12,159
20,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,119,3,,0,no,2018-09-12,160
30,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,109,2,,0,no,2018-09-12,161
50,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,86,3,,0,no,2018-09-12,162
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,211,4,,0,no,2018-09-13,163
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,126,3,,0,no,2018-09-13,164
50,기업가,결혼,대졸학사,미확인,없음,대출있음,휴대폰,314,2,,0,no,2018-09-13,165
50,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,253,5,,0,no,2018-09-13,166
30,미확인,결혼,고졸,없음,없음,없음,휴대폰,390,3,,0,no,2018-09-13,167
50,자영업자,결혼,전문학교,없음,대출있음,없음,휴대폰,204,4,,0,no,2018-09-13,168
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,45,3,,0,no,2018-09-13,169
50,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,109,2,,0,no,2018-09-14,170
40,산업노동자,결혼,석박사,미확인,대출있음,없음,휴대폰,127,3,,0,no,2018-09-14,171
30,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,76,2,,0,no,2018-09-14,172
30,기술자,결혼,대졸학사,없음,미확인,미확인,휴대폰,1579,2,,0,yes,2018-09-15,173
50,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,96,3,,0,no,2018-09-15,174
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,1871,2,,0,no,2018-09-15,175
30,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,92,2,,0,no,2018-09-15,176
30,기술자,이혼,대졸학사,미확인,없음,없음,휴대폰,125,3,,0,no,2018-09-15,177
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,618,3,,0,yes,2018-09-15,178
30,미취업자,이혼,석박사,없음,없음,없음,휴대폰,90,3,,0,no,2018-09-15,179
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,773,2,,0,yes,2018-09-15,180
50,기술자,결혼,대졸학사,없음,미확인,미확인,휴대폰,762,2,,0,yes,2018-09-15,181
30,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,139,3,,0,no,2018-09-15,182
40,서비스종사자,결혼,검정고시,없음,대출있음,없음,휴대폰,671,2,,0,yes,2018-09-15,183
30,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,181,5,,0,no,2018-09-15,184
30,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,54,3,,0,no,2018-09-15,185
30,기업가,결혼,대졸학사,없음,대출있음,없음,휴대폰,59,7,,0,no,2018-09-15,186
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,299,3,,0,no,2018-09-16,187
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,92,5,,0,no,2018-09-16,188
30,회사원,결혼,대졸학사,없음,미확인,미확인,휴대폰,73,4,,0,no,2018-09-16,189
30,기술자,미혼,전문학교,없음,없음,없음,휴대폰,638,4,,0,yes,2018-09-16,190
30,기술자,결혼,석박사,없음,없음,없음,휴대폰,594,2,,0,yes,2018-09-17,191
40,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,105,2,,0,no,2018-09-17,192
50,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,180,2,,0,no,2018-09-17,193
30,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,140,2,,0,no,2018-09-17,194
40,서비스종사자,결혼,미확인,미확인,없음,없음,휴대폰,458,2,,0,no,2018-09-17,195
50,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,195,2,,0,no,2018-09-18,196
20,기술자,미혼,전문학교,없음,대출있음,없음,휴대폰,87,3,,0,no,2018-09-18,197
30,미취업자,이혼,석박사,없음,없음,없음,휴대폰,197,4,,0,no,2018-09-18,198
40,기술자,결혼,석박사,없음,없음,없음,휴대폰,203,2,,0,no,2018-09-18,199
30,기술자,미혼,대졸학사,미확인,없음,없음,휴대폰,131,2,,0,no,2018-09-18,200
30,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,251,2,,0,no,2018-09-18,201
50,은퇴,결혼,검정고시,없음,없음,없음,휴대폰,68,2,,0,no,2018-09-18,202
30,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,109,2,,0,no,2018-09-18,203
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,114,3,,0,no,2018-09-18,204
30,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,124,2,,0,no,2018-09-18,205
30,주부,결혼,석박사,없음,대출있음,없음,휴대폰,105,3,,0,no,2018-09-18,206
40,기술자,결혼,석박사,없음,없음,없음,휴대폰,108,3,,0,no,2018-09-18,207
50,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,113,2,,0,no,2018-09-19,208
40,회사원,결혼,고졸,없음,대출있음,없음,휴대폰,161,4,,0,no,2018-09-19,209
30,자영업자,결혼,검정고시,미확인,없음,없음,휴대폰,233,7,,0,no,2018-09-19,210
30,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,882,4,,0,yes,2018-09-19,211
40,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,115,5,,0,no,2018-09-20,212
40,기술자,결혼,석박사,없음,없음,없음,휴대폰,341,2,,0,no,2018-09-20,213
30,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,145,5,,0,no,2018-09-20,214
20,기술자,미혼,전문학교,없음,없음,없음,휴대폰,26,9,,0,no,2018-09-20,215
40,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,151,9,,0,no,2018-09-20,216
50,주부,결혼,중졸,미확인,대출있음,대출있음,휴대폰,85,2,,0,no,2018-09-20,217
30,회사원,결혼,대졸학사,미확인,없음,없음,휴대폰,313,2,,0,no,2018-09-21,218
30,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,230,4,,0,no,2018-09-21,219
40,서비스종사자,결혼,검정고시,없음,대출있음,대출있음,휴대폰,157,3,,0,no,2018-09-21,220
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,393,3,,0,no,2018-09-21,221
30,기술자,결혼,전문학교,미확인,대출있음,없음,휴대폰,111,4,,0,no,2018-09-21,222
30,회사원,결혼,대졸학사,미확인,대출있음,대출있음,휴대폰,84,9,,0,no,2018-09-21,223
30,기술자,미혼,대졸학사,없음,없음,없음,유선전화,51,6,,0,no,2018-09-21,224
40,산업노동자,결혼,미확인,없음,없음,없음,휴대폰,528,3,,0,yes,2018-09-21,225
40,서비스종사자,결혼,미확인,미확인,미확인,미확인,휴대폰,73,3,,0,no,2018-09-21,226
30,회사원,결혼,대졸학사,없음,대출있음,대출있음,휴대폰,71,2,,0,no,2018-09-22,227
50,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,70,3,,0,no,2018-09-22,87
30,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,146,3,,0,no,2018-09-22,88
40,서비스종사자,결혼,미확인,미확인,대출있음,없음,휴대폰,151,5,,0,no,2018-09-22,89
40,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,74,2,,0,no,2018-09-22,90
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,266,2,,0,no,2018-09-22,91
30,미취업자,결혼,대졸학사,미확인,대출있음,없음,휴대폰,452,2,,0,no,2018-09-22,92
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,347,3,,0,no,2018-09-23,93
30,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,114,2,,0,no,2018-09-23,94
30,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,34,11,,0,no,2018-09-23,95
40,자영업자,결혼,대졸학사,없음,대출있음,없음,휴대폰,113,2,,0,no,2018-09-23,96
30,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,122,4,,0,no,2018-09-23,97
40,회사원,미혼,전문학교,없음,대출있음,없음,휴대폰,48,5,,0,no,2018-09-23,98
50,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,80,2,,0,no,2018-09-23,99
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,104,2,,0,no,2018-09-23,100
40,회사원,결혼,대졸학사,없음,없음,대출있음,휴대폰,94,2,,0,no,2018-09-24,101
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,70,2,,0,no,2018-09-24,102
40,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,121,5,,0,no,2018-09-24,103
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,145,3,,0,no,2018-09-24,104
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,61,2,,0,no,2018-09-24,105
30,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,143,2,,0,no,2018-09-24,106
30,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,172,2,,0,no,2018-09-25,107
30,공무원,결혼,전문학교,미확인,대출있음,없음,유선전화,71,3,,0,no,2018-09-25,108
30,회사원,결혼,대졸학사,미확인,없음,없음,휴대폰,45,3,,0,no,2018-09-25,109
30,회사원,결혼,전문학교,없음,없음,없음,휴대폰,91,2,,0,no,2018-09-25,110
30,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,513,4,,0,no,2018-09-25,111
30,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,92,3,,0,no,2018-09-26,112
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,89,2,,0,no,2018-09-26,113
30,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,96,2,,0,no,2018-09-26,114
30,기업가,미혼,대졸학사,없음,없음,없음,휴대폰,115,2,,0,no,2018-09-26,115
40,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,121,2,,0,no,2018-09-26,116
40,미취업자,결혼,전문학교,없음,대출있음,없음,휴대폰,119,4,,0,no,2018-09-27,117
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,176,2,,0,no,2018-09-27,118
30,자영업자,결혼,전문학교,미확인,없음,없음,휴대폰,507,5,,0,no,2018-09-27,119
40,기술자,결혼,전문학교,없음,없음,없음,휴대폰,69,3,,0,no,2018-09-27,120
30,기술자,결혼,전문학교,미확인,없음,없음,휴대폰,98,3,,0,no,2018-09-27,121
30,서비스종사자,결혼,전문학교,미확인,없음,없음,휴대폰,195,2,,0,no,2018-09-27,122
40,기술자,이혼,대졸학사,없음,없음,없음,휴대폰,104,2,,0,no,2018-09-27,123
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,515,3,,0,no,2018-09-27,124
30,회사원,결혼,대졸학사,미확인,없음,없음,휴대폰,86,4,,0,no,2018-09-28,125
30,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,40,2,,0,no,2018-09-28,126
30,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,100,3,,0,no,2018-09-28,127
30,회사원,미혼,대졸학사,미확인,없음,대출있음,휴대폰,27,12,,0,no,2018-09-28,128
30,기술자,미혼,석박사,없음,없음,없음,휴대폰,97,3,,0,no,2018-09-28,129
50,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,166,2,,0,no,2018-09-28,130
40,서비스종사자,결혼,중졸,미확인,없음,없음,휴대폰,309,2,,0,yes,2018-09-28,131
50,서비스종사자,결혼,고졸,미확인,대출있음,없음,휴대폰,113,2,,0,no,2018-09-28,132
30,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,124,2,,0,no,2018-09-28,133
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,207,3,,0,no,2018-09-29,134
30,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,90,3,,0,no,2018-09-29,135
40,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,100,2,,0,no,2018-09-29,136
30,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,219,2,,0,no,2018-09-29,137
30,기술자,미혼,전문학교,없음,없음,없음,휴대폰,129,2,,0,no,2018-09-29,138
20,회사원,결혼,전문학교,없음,없음,없음,휴대폰,128,2,,0,no,2018-09-29,139
30,자영업자,미혼,대졸학사,없음,대출있음,없음,휴대폰,75,4,,0,no,2018-09-29,140
