age,group_job,is_married,edu,is_mortgage,is_personal_loan,call_duration,no_call_past,is_contract,card_type
30,기업가,결혼,중졸,대출있음,없음,62,0,no,117
30,서비스종사자,미혼,전문학교,없음,없음,148,0,no,118
30,기업가,결혼,중졸,대출있음,없음,111,0,no,119
50,은퇴,결혼,대졸학사,없음,없음,172,1,no,120
30,서비스종사자,결혼,석박사,대출있음,없음,186,0,no,121
30,기술자,미혼,검정고시,대출있음,없음,164,0,no,122
30,산업노동자,결혼,검정고시,없음,없음,220,0,no,123
30,기술자,미혼,검정고시,없음,없음,296,0,no,124
40,회사원,미혼,대졸학사,없음,없음,267,0,no,125
30,기술자,결혼,석박사,대출있음,없음,231,0,no,126
20,서비스종사자,미혼,전문학교,대출있음,없음,178,1,no,127
30,기업가,결혼,중졸,대출있음,없음,547,0,no,128
30,기술자,미혼,석박사,없음,없음,161,0,no,129
30,회사원,이혼,전문학교,없음,없음,59,1,no,130
50,회사원,결혼,전문학교,대출있음,없음,121,0,no,131
30,기술자,미혼,석박사,없음,없음,477,0,no,132
40,산업노동자,이혼,고졸,대출있음,없음,384,1,no,133
40,회사원,미혼,전문학교,대출있음,없음,149,1,no,134
30,회사원,결혼,대졸학사,대출있음,없음,59,0,no,135
30,산업노동자,미혼,중졸,없음,대출있음,125,0,no,136
30,산업노동자,미혼,전문학교,대출있음,없음,522,1,yes,137
30,산업노동자,미혼,전문학교,없음,없음,201,0,no,138
30,산업노동자,미혼,전문학교,없음,없음,230,0,no,139
30,기술자,미혼,석박사,대출있음,없음,180,1,no,140
30,기술자,이혼,석박사,없음,대출있음,98,0,no,141
30,미확인,이혼,중졸,없음,없음,73,0,no,142
40,공무원,결혼,대졸학사,없음,대출있음,391,0,no,143
30,회사원,이혼,전문학교,없음,없음,131,0,no,144
30,회사원,결혼,대졸학사,대출있음,없음,174,0,no,145
30,회사원,결혼,대졸학사,대출있음,대출있음,147,0,no,146
30,산업노동자,결혼,중졸,대출있음,없음,126,0,no,147
30,서비스종사자,미혼,전문학교,없음,없음,265,0,no,148
50,회사원,이혼,전문학교,없음,없음,67,0,no,149
50,주부,이혼,전문학교,없음,없음,136,1,no,150
30,자영업자,미혼,중졸,없음,없음,174,1,no,151
40,미취업자,결혼,전문학교,없음,없음,101,0,no,152
30,산업노동자,결혼,고졸,대출있음,없음,299,0,no,153
30,회사원,결혼,대졸학사,대출있음,없음,392,0,no,154
30,산업노동자,미혼,전문학교,대출있음,없음,780,0,no,155
50,기업가,결혼,대졸학사,대출있음,없음,159,1,no,156
40,회사원,결혼,대졸학사,대출있음,없음,562,0,no,157
30,산업노동자,미혼,고졸,없음,없음,127,1,no,158
30,공무원,결혼,대졸학사,대출있음,없음,418,0,no,159
30,공무원,이혼,대졸학사,대출있음,없음,259,1,no,160
30,공무원,이혼,대졸학사,없음,없음,295,1,no,161
30,공무원,결혼,대졸학사,대출있음,대출있음,138,0,no,162
30,기술자,결혼,대졸학사,대출있음,없음,124,0,no,163
30,회사원,결혼,대졸학사,없음,없음,146,0,no,164
30,산업노동자,미혼,전문학교,없음,없음,145,0,no,165
40,공무원,결혼,대졸학사,대출있음,없음,57,1,no,166
20,공무원,결혼,고졸,없음,없음,69,0,no,167
40,미취업자,이혼,전문학교,대출있음,없음,166,0,no,168
40,산업노동자,이혼,고졸,대출있음,없음,82,0,no,169
40,산업노동자,이혼,고졸,없음,없음,277,0,no,170
30,기술자,결혼,석박사,없음,없음,194,1,no,171
20,공무원,결혼,대졸학사,없음,없음,138,1,no,172
40,회사원,이혼,대졸학사,없음,없음,1502,0,yes,173
30,공무원,미혼,전문학교,대출있음,없음,175,0,no,174
20,회사원,결혼,대졸학사,없음,없음,117,0,no,175
30,기술자,결혼,석박사,없음,없음,1049,0,yes,176
40,서비스종사자,이혼,중졸,없음,없음,134,0,no,177
20,산업노동자,결혼,전문학교,없음,없음,117,0,no,178
40,산업노동자,결혼,고졸,대출있음,없음,187,1,no,179
20,기술자,미혼,석박사,대출있음,없음,107,0,no,180
30,회사원,결혼,대졸학사,대출있음,없음,40,1,no,181
30,공무원,결혼,대졸학사,대출있음,없음,161,0,no,182
30,기업가,이혼,고졸,대출있음,없음,71,0,no,183
40,서비스종사자,결혼,검정고시,대출있음,없음,772,0,no,184
40,회사원,결혼,대졸학사,없음,없음,128,0,no,185
30,회사원,미혼,전문학교,대출있음,없음,195,0,no,186
30,기업가,이혼,고졸,없음,없음,353,0,no,187
30,산업노동자,미혼,고졸,대출있음,없음,25,0,no,188
30,산업노동자,결혼,고졸,대출있음,없음,175,1,no,189
40,산업노동자,이혼,검정고시,없음,없음,55,0,no,190
50,기업가,이혼,대졸학사,대출있음,없음,137,0,no,191
30,회사원,결혼,대졸학사,대출있음,없음,631,0,yes,192
50,공무원,결혼,대졸학사,없음,없음,98,0,no,193
40,기술자,결혼,고졸,없음,대출있음,208,0,no,194
40,회사원,결혼,전문학교,대출있음,없음,131,0,no,195
30,공무원,결혼,전문학교,없음,없음,47,0,no,196
30,공무원,결혼,대졸학사,없음,없음,140,0,no,197
50,공무원,결혼,대졸학사,대출있음,없음,286,0,no,198
30,기술자,결혼,대졸학사,없음,없음,690,0,no,199
40,서비스종사자,결혼,전문학교,대출있음,없음,102,0,no,200
40,회사원,결혼,대졸학사,대출있음,없음,93,1,no,201
40,서비스종사자,결혼,석박사,대출있음,대출있음,120,0,no,202
40,회사원,결혼,전문학교,대출있음,없음,570,0,no,203
30,기술자,미혼,대졸학사,대출있음,없음,456,0,no,204
30,기업가,결혼,대졸학사,없음,대출있음,49,1,no,205
40,회사원,결혼,대졸학사,대출있음,없음,54,1,no,206
30,회사원,미혼,대졸학사,대출있음,대출있음,160,0,no,207
40,회사원,결혼,대졸학사,대출있음,대출있음,385,0,no,208
30,회사원,미혼,대졸학사,대출있음,없음,250,0,no,209
30,기업가,결혼,전문학교,대출있음,없음,164,0,no,210
30,기술자,결혼,대졸학사,없음,대출있음,234,1,no,211
30,기술자,이혼,고졸,대출있음,대출있음,177,0,no,212
40,회사원,미혼,대졸학사,대출있음,없음,50,0,no,213
30,회사원,미혼,대졸학사,대출있음,대출있음,457,0,no,214
30,회사원,미혼,대졸학사,없음,없음,623,0,yes,215
40,기업가,결혼,중졸,대출있음,대출있음,20,0,no,216
30,기술자,결혼,전문학교,없음,없음,1206,0,no,217
50,기업가,결혼,미확인,대출있음,없음,21,0,no,218
30,산업노동자,결혼,고졸,없음,없음,559,1,no,219
30,회사원,결혼,고졸,없음,없음,205,0,no,220
30,산업노동자,결혼,고졸,없음,없음,1065,0,no,221
40,산업노동자,미혼,검정고시,대출있음,없음,401,0,no,222
40,공무원,이혼,대졸학사,대출있음,없음,50,0,no,223
50,기술자,결혼,고졸,없음,대출있음,113,1,no,224
30,회사원,결혼,대졸학사,대출있음,대출있음,1028,0,yes,225
30,자영업자,결혼,대졸학사,대출있음,없음,213,0,no,226
40,회사원,결혼,대졸학사,대출있음,없음,340,0,no,227
30,기업가,결혼,검정고시,없음,없음,90,1,no,87
30,회사원,미혼,전문학교,대출있음,없음,286,0,no,88
40,기술자,이혼,대졸학사,대출있음,없음,342,0,no,89
50,공무원,결혼,대졸학사,대출있음,없음,394,0,no,90
50,공무원,결혼,중졸,대출있음,없음,63,0,no,91
30,산업노동자,결혼,고졸,없음,없음,73,0,no,92
30,회사원,미혼,대졸학사,대출있음,없음,214,0,no,93
30,주부,결혼,검정고시,없음,없음,76,0,no,94
30,회사원,미혼,대졸학사,없음,없음,337,0,yes,95
30,산업노동자,미혼,고졸,없음,없음,88,1,no,96
20,산업노동자,결혼,전문학교,대출있음,없음,96,0,no,97
30,회사원,결혼,대졸학사,대출있음,없음,171,1,no,98
30,산업노동자,결혼,고졸,없음,대출있음,418,0,no,99
30,기업가,결혼,대졸학사,대출있음,대출있음,434,0,no,100
30,공무원,결혼,대졸학사,대출있음,없음,54,0,no,101
40,공무원,결혼,전문학교,대출있음,없음,86,0,no,102
50,산업노동자,이혼,고졸,대출있음,없음,1265,0,yes,103
50,공무원,결혼,대졸학사,대출있음,대출있음,104,1,no,104
30,서비스종사자,미혼,전문학교,대출있음,없음,485,0,yes,105
30,산업노동자,미혼,전문학교,대출있음,없음,251,1,no,106
30,산업노동자,미혼,검정고시,대출있음,없음,328,0,no,107
40,회사원,결혼,대졸학사,없음,없음,108,0,no,108
40,산업노동자,결혼,고졸,대출있음,없음,88,1,no,109
30,기술자,미혼,석박사,없음,없음,220,0,no,110
30,자영업자,결혼,대졸학사,대출있음,없음,118,0,no,111
30,산업노동자,미혼,검정고시,없음,없음,520,0,no,112
40,공무원,결혼,대졸학사,없음,없음,139,0,no,113
50,기업가,결혼,대졸학사,대출있음,없음,501,0,no,114
30,회사원,결혼,대졸학사,대출있음,대출있음,408,1,no,115
30,미취업자,결혼,고졸,없음,없음,292,0,no,116
40,회사원,이혼,대졸학사,대출있음,없음,95,0,no,117
40,자영업자,이혼,고졸,대출있음,없음,77,0,no,118
30,기술자,미혼,고졸,대출있음,대출있음,62,0,no,119
50,산업노동자,결혼,고졸,대출있음,없음,359,1,no,120
30,미취업자,결혼,고졸,대출있음,없음,640,1,no,121
30,기술자,미혼,고졸,없음,없음,178,1,no,122
30,기술자,미혼,고졸,대출있음,없음,112,0,no,123
50,공무원,결혼,대졸학사,대출있음,없음,589,0,yes,124
30,기술자,미혼,고졸,없음,없음,433,1,no,125
30,산업노동자,이혼,검정고시,대출있음,없음,122,0,no,126
30,서비스종사자,이혼,검정고시,없음,없음,254,0,no,127
50,기술자,결혼,대졸학사,대출있음,없음,236,0,no,128
30,회사원,결혼,대졸학사,대출있음,없음,60,0,no,129
40,회사원,결혼,석박사,대출있음,없음,216,0,no,130
30,자영업자,결혼,대졸학사,대출있음,없음,70,0,no,131
30,공무원,미혼,대졸학사,없음,대출있음,541,0,no,132
30,자영업자,미혼,대졸학사,대출있음,없음,199,0,no,133
30,기업가,미혼,고졸,없음,없음,191,1,no,134
30,서비스종사자,미혼,고졸,대출있음,대출있음,300,0,no,135
50,주부,결혼,고졸,없음,없음,362,0,no,136
40,회사원,결혼,전문학교,없음,없음,1061,0,yes,137
30,자영업자,결혼,대졸학사,대출있음,대출있음,208,0,no,138
30,공무원,결혼,대졸학사,대출있음,대출있음,377,2,no,139
20,산업노동자,결혼,석박사,없음,없음,54,0,no,140
30,회사원,결혼,대졸학사,대출있음,없음,157,0,no,141
40,회사원,이혼,전문학교,대출있음,없음,47,1,no,142
50,산업노동자,이혼,고졸,없음,없음,625,0,no,143
30,서비스종사자,미혼,전문학교,대출있음,없음,88,1,no,144
50,미취업자,이혼,대졸학사,대출있음,없음,120,1,no,145
30,서비스종사자,결혼,전문학교,없음,없음,89,1,no,146
30,회사원,결혼,석박사,없음,없음,616,0,no,147
30,기업가,이혼,대졸학사,없음,없음,56,0,no,148
40,자영업자,미혼,대졸학사,없음,없음,238,0,no,149
30,기업가,결혼,전문학교,대출있음,대출있음,112,0,no,150
40,회사원,결혼,대졸학사,없음,없음,748,0,no,151
30,기업가,결혼,대졸학사,없음,없음,184,0,no,152
30,기업가,결혼,대졸학사,없음,없음,202,1,no,153
30,회사원,미혼,대졸학사,대출있음,없음,273,0,no,154
30,회사원,결혼,대졸학사,대출있음,없음,223,0,no,155
40,공무원,결혼,대졸학사,없음,없음,382,0,no,156
30,회사원,결혼,대졸학사,대출있음,없음,278,0,no,157
40,기술자,결혼,고졸,없음,없음,294,0,no,158
50,공무원,결혼,대졸학사,대출있음,없음,783,0,yes,159
30,회사원,결혼,고졸,대출있음,없음,1662,0,no,160
30,회사원,미혼,대졸학사,없음,없음,79,0,no,161
30,기업가,미혼,대졸학사,대출있음,없음,115,0,no,162
30,회사원,미혼,대졸학사,대출있음,없음,101,1,no,163
50,공무원,결혼,석박사,대출있음,없음,223,0,no,164
40,공무원,결혼,대졸학사,대출있음,없음,126,0,no,165
40,공무원,결혼,대졸학사,없음,대출있음,73,1,no,166
30,공무원,미혼,대졸학사,없음,없음,163,0,no,167
30,산업노동자,결혼,검정고시,없음,없음,299,0,no,168
30,산업노동자,결혼,석박사,대출있음,없음,107,0,no,169
40,회사원,결혼,대졸학사,대출있음,없음,70,0,no,170
40,회사원,이혼,고졸,미확인,미확인,258,0,no,171
30,기업가,미혼,대졸학사,없음,없음,1120,0,yes,172
40,산업노동자,결혼,중졸,대출있음,없음,223,0,no,173
30,기술자,결혼,대졸학사,대출있음,대출있음,184,0,no,174
30,공무원,결혼,대졸학사,없음,없음,523,0,no,175
30,기술자,미혼,전문학교,대출있음,없음,77,0,no,176
50,산업노동자,결혼,중졸,대출있음,없음,252,1,no,177
40,산업노동자,결혼,검정고시,없음,없음,104,0,no,178
30,기술자,결혼,석박사,대출있음,없음,433,0,no,179
50,공무원,결혼,전문학교,없음,없음,178,0,no,180
30,서비스종사자,미혼,전문학교,없음,없음,174,0,no,181
40,기술자,결혼,고졸,대출있음,없음,354,0,no,182
40,기술자,결혼,전문학교,없음,없음,231,0,no,183
30,기술자,미혼,석박사,없음,없음,757,0,yes,184
30,공무원,결혼,대졸학사,대출있음,없음,130,0,no,185
40,공무원,결혼,대졸학사,대출있음,없음,111,0,no,186
50,회사원,결혼,전문학교,대출있음,없음,130,1,no,187
30,산업노동자,결혼,중졸,없음,없음,374,0,no,188
50,산업노동자,이혼,검정고시,대출있음,없음,95,0,no,189
50,기업가,결혼,고졸,없음,대출있음,680,1,yes,190
40,공무원,이혼,전문학교,대출있음,없음,191,1,no,191
30,회사원,결혼,전문학교,대출있음,없음,193,0,no,192
50,기술자,미혼,석박사,대출있음,없음,1468,0,yes,193
30,산업노동자,결혼,검정고시,없음,대출있음,188,0,no,194
40,기술자,결혼,대졸학사,없음,없음,221,1,no,195
30,회사원,미혼,대졸학사,없음,없음,59,0,no,196
30,서비스종사자,결혼,전문학교,대출있음,대출있음,314,0,no,197
30,회사원,결혼,전문학교,대출있음,없음,246,0,no,198
30,산업노동자,미혼,전문학교,대출있음,없음,154,0,no,199
40,산업노동자,결혼,고졸,대출있음,없음,432,0,no,200
30,서비스종사자,결혼,전문학교,대출있음,대출있음,584,0,no,201
40,산업노동자,결혼,중졸,대출있음,없음,140,0,no,202
30,공무원,이혼,전문학교,없음,대출있음,709,0,yes,203
40,서비스종사자,결혼,전문학교,없음,없음,635,1,no,204
40,주부,미혼,전문학교,대출있음,없음,449,0,no,205
50,공무원,결혼,대졸학사,없음,없음,108,1,no,206
40,회사원,미혼,전문학교,없음,없음,53,0,no,207
30,공무원,결혼,대졸학사,미확인,미확인,151,0,no,208
50,공무원,이혼,대졸학사,없음,없음,287,0,no,209
50,공무원,결혼,대졸학사,없음,없음,266,0,no,210
40,주부,이혼,대졸학사,없음,없음,105,1,no,211
30,회사원,이혼,전문학교,대출있음,없음,225,0,no,212
30,산업노동자,결혼,검정고시,대출있음,없음,154,0,no,213
40,산업노동자,결혼,검정고시,미확인,미확인,172,0,no,214
50,공무원,결혼,검정고시,없음,없음,221,0,no,215
40,회사원,결혼,대졸학사,대출있음,없음,209,0,no,216
30,공무원,결혼,전문학교,없음,없음,356,0,no,217
40,회사원,미혼,고졸,대출있음,대출있음,259,0,no,218
30,기술자,결혼,대졸학사,없음,없음,91,0,no,219
30,서비스종사자,결혼,전문학교,대출있음,대출있음,729,0,no,220
30,서비스종사자,이혼,전문학교,없음,없음,744,0,no,221
30,서비스종사자,이혼,전문학교,대출있음,없음,222,1,no,222
20,회사원,결혼,대졸학사,없음,없음,406,0,no,223
30,서비스종사자,결혼,전문학교,대출있음,없음,307,0,no,224
40,주부,결혼,검정고시,대출있음,없음,1337,1,no,225
30,산업노동자,결혼,고졸,대출있음,없음,178,0,no,226
50,기업가,결혼,미확인,없음,없음,304,0,no,227
30,회사원,미혼,대졸학사,없음,없음,1307,1,no,87
50,회사원,결혼,전문학교,없음,없음,93,1,no,88
40,기술자,이혼,고졸,없음,없음,225,0,no,89
30,기술자,미혼,전문학교,없음,없음,515,0,no,90
40,산업노동자,결혼,검정고시,없음,없음,312,0,no,91
40,기술자,이혼,전문학교,대출있음,대출있음,243,1,no,92
30,회사원,결혼,대졸학사,없음,없음,117,0,no,93
40,회사원,미혼,전문학교,대출있음,없음,207,1,no,94
40,기업가,결혼,대졸학사,없음,대출있음,67,1,no,95
30,서비스종사자,결혼,전문학교,없음,없음,581,0,no,96
40,기업가,결혼,대졸학사,대출있음,없음,676,0,no,97
50,산업노동자,결혼,검정고시,없음,없음,300,1,no,98
30,공무원,결혼,대졸학사,없음,대출있음,611,0,no,99
30,서비스종사자,미혼,대졸학사,대출있음,없음,52,0,no,100
40,공무원,결혼,전문학교,없음,없음,275,0,no,101
30,산업노동자,결혼,검정고시,없음,대출있음,188,0,no,102
50,공무원,결혼,대졸학사,대출있음,없음,130,0,no,103
30,기술자,결혼,전문학교,대출있음,없음,46,0,no,104
30,기술자,미혼,대졸학사,대출있음,없음,143,0,no,105
30,산업노동자,결혼,검정고시,대출있음,대출있음,214,1,no,106
50,기업가,결혼,대졸학사,대출있음,대출있음,248,0,no,107
30,기술자,결혼,석박사,대출있음,없음,159,0,no,108
30,공무원,결혼,대졸학사,없음,대출있음,307,0,no,109
30,서비스종사자,결혼,대졸학사,대출있음,없음,37,0,no,110
30,산업노동자,결혼,중졸,대출있음,없음,193,0,no,111
30,미취업자,미혼,미확인,대출있음,없음,1271,0,yes,112
30,산업노동자,결혼,고졸,없음,없음,167,0,no,113
40,주부,이혼,중졸,대출있음,대출있음,475,0,no,114
30,산업노동자,미혼,고졸,없음,대출있음,590,0,no,115
30,기술자,결혼,석박사,대출있음,대출있음,196,1,no,116
30,공무원,결혼,전문학교,대출있음,없음,228,0,no,117
40,회사원,이혼,고졸,대출있음,없음,575,0,no,118
40,기업가,결혼,중졸,대출있음,대출있음,322,0,no,119
30,산업노동자,이혼,고졸,없음,없음,546,0,no,120
20,회사원,이혼,석박사,없음,대출있음,1435,1,no,121
50,회사원,결혼,대졸학사,대출있음,대출있음,332,0,no,122
30,공무원,결혼,대졸학사,대출있음,없음,214,0,no,123
40,공무원,결혼,대졸학사,대출있음,대출있음,501,0,no,124
50,기술자,결혼,전문학교,대출있음,없음,285,0,no,125
30,산업노동자,결혼,검정고시,대출있음,없음,320,0,no,126
30,기업가,결혼,대졸학사,없음,없음,723,0,no,127
50,기업가,이혼,대졸학사,대출있음,없음,89,0,no,128
30,기술자,미혼,대졸학사,없음,없음,193,0,no,129
40,산업노동자,결혼,중졸,대출있음,없음,284,0,no,130
30,기술자,결혼,석박사,없음,없음,135,0,no,131
30,주부,이혼,전문학교,없음,없음,214,0,no,132
40,산업노동자,결혼,고졸,대출있음,없음,162,0,no,133
40,서비스종사자,결혼,전문학교,없음,없음,303,0,no,134
40,산업노동자,결혼,고졸,대출있음,대출있음,575,0,no,135
40,산업노동자,미혼,고졸,미확인,미확인,245,0,no,136
50,공무원,결혼,중졸,대출있음,없음,64,0,no,137
20,서비스종사자,미혼,전문학교,대출있음,없음,146,1,no,138
30,산업노동자,결혼,검정고시,없음,대출있음,281,0,no,139
20,기술자,미혼,석박사,대출있음,대출있음,182,0,no,140
50,회사원,결혼,전문학교,없음,없음,291,0,no,141
50,공무원,결혼,검정고시,대출있음,없음,616,1,no,142
30,회사원,미혼,대졸학사,없음,없음,186,0,no,143
50,미취업자,결혼,고졸,대출있음,없음,248,0,no,144
30,기업가,결혼,대졸학사,대출있음,대출있음,380,0,no,145
20,서비스종사자,결혼,검정고시,없음,없음,314,1,no,146
30,미취업자,미혼,석박사,없음,없음,206,0,no,147
30,기업가,결혼,석박사,대출있음,없음,519,0,no,148
30,산업노동자,결혼,중졸,없음,없음,209,0,no,149
50,기업가,결혼,대졸학사,대출있음,없음,185,1,no,150
30,산업노동자,미혼,중졸,없음,없음,335,0,no,151
30,서비스종사자,결혼,전문학교,없음,없음,131,1,no,152
30,회사원,미혼,대졸학사,대출있음,없음,71,0,no,153
50,기술자,결혼,고졸,대출있음,대출있음,323,0,no,154
50,자영업자,결혼,대졸학사,대출있음,없음,70,0,no,155
30,기술자,결혼,석박사,없음,없음,62,1,no,156
30,회사원,결혼,대졸학사,없음,없음,596,0,no,157
40,회사원,결혼,대졸학사,대출있음,없음,517,1,no,158
30,회사원,미혼,전문학교,대출있음,없음,208,0,no,159
30,산업노동자,결혼,고졸,없음,없음,145,0,no,160
40,공무원,결혼,대졸학사,없음,없음,52,0,no,161
30,기술자,결혼,석박사,대출있음,대출있음,11,0,no,162
50,산업노동자,이혼,중졸,대출있음,없음,206,0,no,163
30,기술자,결혼,석박사,대출있음,없음,107,0,no,164
30,회사원,결혼,대졸학사,대출있음,대출있음,54,0,no,165
50,공무원,결혼,중졸,대출있음,없음,107,0,no,166
30,회사원,미혼,대졸학사,없음,없음,102,0,no,167
30,공무원,미혼,전문학교,대출있음,대출있음,201,1,no,168
30,회사원,미혼,대졸학사,대출있음,대출있음,844,0,no,169
30,주부,미혼,중졸,대출있음,없음,66,1,no,170
40,기업가,결혼,대졸학사,대출있음,없음,278,0,no,171
30,회사원,미혼,대졸학사,없음,없음,1311,0,no,172
30,회사원,미혼,대졸학사,대출있음,없음,255,0,no,173
30,서비스종사자,결혼,전문학교,대출있음,없음,599,1,no,174
30,서비스종사자,결혼,미확인,대출있음,없음,339,0,no,175
30,기업가,결혼,고졸,없음,없음,558,0,no,176
30,산업노동자,결혼,검정고시,대출있음,없음,800,0,no,177
20,산업노동자,결혼,전문학교,없음,없음,854,0,no,178
50,산업노동자,이혼,검정고시,대출있음,없음,635,0,no,179
20,산업노동자,결혼,전문학교,대출있음,없음,72,0,no,180
40,기술자,결혼,대졸학사,대출있음,없음,14,0,no,181
30,회사원,이혼,전문학교,대출있음,없음,274,0,no,182
30,기업가,결혼,석박사,대출있음,없음,291,0,no,183
30,산업노동자,미혼,검정고시,대출있음,없음,82,0,no,184
40,자영업자,미혼,석박사,대출있음,없음,97,0,no,185
30,공무원,결혼,대졸학사,대출있음,없음,130,0,no,186
30,공무원,미혼,대졸학사,대출있음,없음,88,1,no,187
40,산업노동자,결혼,중졸,대출있음,없음,132,0,no,188
30,회사원,미혼,대졸학사,없음,없음,36,0,no,189
40,기술자,결혼,고졸,대출있음,없음,348,0,no,190
30,서비스종사자,결혼,석박사,없음,없음,161,0,no,191
40,기술자,이혼,석박사,없음,없음,77,0,no,192
20,미취업자,결혼,중졸,없음,없음,143,0,no,193
40,회사원,이혼,석박사,없음,없음,80,1,no,194
30,기술자,결혼,석박사,없음,없음,366,0,no,195
30,회사원,결혼,대졸학사,대출있음,없음,298,1,no,196
50,산업노동자,결혼,고졸,없음,없음,64,0,no,197
30,기술자,결혼,석박사,대출있음,없음,51,0,no,198
40,회사원,결혼,대졸학사,대출있음,없음,75,1,no,199
50,주부,결혼,미확인,대출있음,없음,65,0,no,200
30,기업가,결혼,석박사,대출있음,없음,69,0,no,201
30,산업노동자,결혼,중졸,없음,없음,37,0,no,202
30,공무원,결혼,미확인,대출있음,없음,632,0,no,203
30,회사원,이혼,전문학교,대출있음,없음,48,0,no,204
30,서비스종사자,결혼,고졸,대출있음,없음,57,0,no,205
40,서비스종사자,미혼,미확인,대출있음,없음,164,0,no,206
40,회사원,미혼,석박사,없음,없음,48,0,no,207
30,기술자,결혼,석박사,대출있음,대출있음,42,0,no,208
30,공무원,결혼,미확인,없음,없음,171,1,no,209
30,미취업자,결혼,전문학교,대출있음,대출있음,91,0,no,210
30,기술자,미혼,대졸학사,없음,없음,78,0,no,211
30,회사원,결혼,전문학교,미확인,미확인,518,0,no,212
40,산업노동자,이혼,고졸,미확인,미확인,73,0,no,213
30,회사원,결혼,대졸학사,없음,없음,105,0,no,214
30,산업노동자,결혼,검정고시,없음,없음,340,0,no,215
30,산업노동자,결혼,전문학교,대출있음,없음,379,0,no,216
40,기술자,결혼,석박사,없음,없음,114,0,no,217
30,서비스종사자,이혼,검정고시,없음,없음,667,0,no,218
50,미취업자,이혼,대졸학사,없음,없음,286,1,no,219
40,자영업자,결혼,전문학교,대출있음,없음,77,0,no,220
20,회사원,미확인,석박사,대출있음,없음,125,1,no,221
50,공무원,결혼,대졸학사,없음,없음,21,0,no,222
50,공무원,결혼,대졸학사,대출있음,없음,104,0,no,223
50,공무원,결혼,대졸학사,대출있음,없음,186,0,no,224
50,공무원,결혼,대졸학사,없음,없음,136,0,no,225
30,미취업자,미혼,대졸학사,대출있음,없음,145,0,no,226
20,기술자,결혼,석박사,없음,없음,179,1,no,227
40,공무원,결혼,대졸학사,대출있음,없음,466,0,no,87
40,산업노동자,결혼,검정고시,없음,없음,834,0,no,88
50,자영업자,이혼,고졸,대출있음,없음,26,1,no,89
30,기업가,미혼,대졸학사,없음,없음,459,0,no,90
40,미취업자,결혼,검정고시,대출있음,없음,113,0,no,91
30,기업가,결혼,석박사,대출있음,없음,997,0,no,92
40,기술자,미혼,대졸학사,없음,없음,284,0,no,93
30,회사원,결혼,대졸학사,없음,없음,281,0,no,94
40,서비스종사자,미혼,검정고시,없음,없음,107,0,no,95
50,회사원,결혼,고졸,없음,없음,209,0,no,96
50,은퇴,결혼,전문학교,대출있음,없음,125,0,no,97
30,공무원,이혼,전문학교,대출있음,없음,149,0,no,98
40,서비스종사자,미혼,검정고시,없음,없음,308,0,no,99
40,기업가,결혼,대졸학사,없음,없음,191,0,no,100
40,서비스종사자,미혼,검정고시,없음,없음,373,0,no,101
30,서비스종사자,미혼,전문학교,대출있음,없음,100,0,no,102
40,기술자,결혼,전문학교,없음,대출있음,66,0,no,103
50,기업가,결혼,대졸학사,없음,없음,392,1,no,104
50,은퇴,결혼,전문학교,없음,없음,477,0,yes,105
30,회사원,미혼,대졸학사,없음,없음,291,0,no,106
30,산업노동자,미혼,고졸,대출있음,없음,276,1,yes,107
40,기술자,결혼,석박사,없음,없음,93,0,no,108
50,주부,결혼,고졸,없음,없음,86,0,no,109
30,기업가,결혼,전문학교,없음,없음,68,1,no,110
50,공무원,결혼,미확인,없음,없음,142,1,no,111
30,서비스종사자,결혼,전문학교,없음,대출있음,49,0,no,112
30,기업가,미혼,대졸학사,없음,없음,251,0,no,113
30,산업노동자,미혼,검정고시,없음,없음,137,0,no,114
30,회사원,미혼,전문학교,대출있음,없음,120,0,no,115
40,회사원,미혼,석박사,대출있음,없음,25,0,no,116
30,서비스종사자,결혼,전문학교,대출있음,없음,220,0,no,117
30,기술자,미혼,고졸,없음,없음,174,0,no,118
30,산업노동자,미혼,검정고시,없음,없음,370,1,no,119
30,기술자,결혼,전문학교,대출있음,대출있음,116,0,no,120
40,산업노동자,결혼,중졸,대출있음,대출있음,74,0,no,121
50,기업가,이혼,대졸학사,대출있음,대출있음,68,0,no,122
30,공무원,미혼,대졸학사,대출있음,대출있음,125,0,no,123
40,회사원,결혼,미확인,대출있음,대출있음,254,0,no,124
40,회사원,결혼,대졸학사,없음,없음,358,1,no,125
20,학생,미혼,전문학교,대출있음,없음,670,0,yes,126
30,회사원,결혼,석박사,미확인,미확인,68,0,no,127
30,회사원,미혼,대졸학사,없음,없음,428,0,no,128
30,산업노동자,결혼,미확인,없음,없음,366,0,no,129
40,서비스종사자,결혼,전문학교,없음,없음,81,0,no,130
50,기술자,결혼,석박사,대출있음,없음,322,0,no,131
30,공무원,미혼,대졸학사,없음,없음,46,0,no,132
30,공무원,미혼,대졸학사,대출있음,없음,140,0,no,133
30,기술자,결혼,전문학교,없음,없음,732,0,yes,134
20,주부,결혼,전문학교,대출있음,없음,408,0,no,135
40,자영업자,이혼,고졸,미확인,미확인,125,1,no,136
30,회사원,미혼,대졸학사,없음,없음,68,0,no,137
40,산업노동자,결혼,고졸,대출있음,없음,76,0,no,138
40,공무원,결혼,대졸학사,없음,없음,110,0,no,139
